market_id,question,description,slug,active,closed,created_at,end_date,volume,liquidity,clob_token_ids,condition_id,keyword_match
241217,NHL: Will the Oilers beat the Senators by more than 1.5 goals in their January 31 matchup (7.30 PM ET)?,"In the upcoming NHL game, scheduled for January 31:

If the Edmonton Oilers win by over 1.5 goals, the market will resolve to “Yes”.

If the Ottawa Senators lose by less than 1.5 goals or win, the market will resolve “No.” 

If the game is not completed by February 7 2022 (11:59:59 PM ET), the market will resolve 50-50.",nhl-will-the-oilers-beat-the-senators-by-more-than-1p5-goals-in-their-january-31-matchup-730-pm-et,True,True,,,628.714103,300.00001,"[""58985450827357004377557834968700857847621799777753192862092339168506425456644"", ""25446117915090969165352738668867418710614656535807064265748043281186422282108""]",0xc059c3299600f8448a60810a588d83ff46a8baa8023c22d5813886bc9910d71d,nato
241226,Will Tom Brady play in Week 1 of the 2022 NFL season?,"This is a market on whether quarterback Thomas Edward Patrick Brady Jr. will play for any team during the first week of the 2022 football season, the 103rd season of the National Football League (NFL). If Tom Brady plays in the first week of the 103rd NFL season with any team, this market will resolve to “Yes”. Otherwise this market will resolve to “No”. Note that preseason games will not count, only Week 1 games will count.

The resolution source for this market will be official information fro",will-tom-brady-play-in-week-one-of-the-2022-nfl-season,True,True,,,211107.015293,520.125609,"[""25517197251389598284740632662838611323688958323221672452926622730914809553086"", ""79978613253439040418704952265256466646471707495026549553997073496871472527135""]",0x568f4f221dbfcdafeed9117eef2d4f9675f9ff1ff8b6c57c19623469bef00de9,war
241243,"NBA: Who will win the Warriors vs. Spurs, scheduled for February 1 (8.30 PM ET)?","In the upcoming NBA game, scheduled for February 1:

If the Golden State Warriors win, the market will resolve to “Warriors.” 

If the San Antonio Spurs win, the market will resolve to “Spurs.” 

If the game is not completed by February 8, 2022 (11:59:59 PM ET), the market will resolve 50-50.",nba-who-will-win-the-warriors-vs-spurs-scheduled-for-february-1-830-pm-et,True,True,,,3486.785367,307.345114,"[""53236936454994134584318945731821941009345783579997249096476752230708437020996"", ""87350997664467249567620329875063433196954951780973821724109878536324393902183""]",0x8f73d4f91402bba0c1b29fe9d24f2f61cb14f9c23d210fcb24c71b45962562dd,war
241249,NBA: Will the Warriors beat the Spurs by more than 2.5 points in their February 1 (8.30 PM ET) matchup?,"In the upcoming NBA game, scheduled for February 1:

If the Golden State Warriors win by over 2.5 points, the market will resolve to “Yes”.

If the San Antonio Spurs lose by less than 2.5 points or win, the market will resolve “No.” 

If the game is not completed by February 8 2022 (11:59:59 PM ET), the market will resolve 50-50.",nba-will-the-warriors-beat-the-spurs-by-more-than-25-points-in-their-february-1-830-pm-et-matchup,True,True,,,2110.091266,300.00002,"[""68693469573970230727071156106878839859240371562044183065350121522337832377619"", ""36912882950683296724388885507301079485713085896046815403005699603810560920498""]",0xca80c42b4bc1527cd17bbfffffaace0613c15c7ad190b80f5327b89c71935c02,war
241285,2022 Winter Olympics: Will the USA or Canada get more gold medals?,"The 2022 Winter Olympics is an ongoing international winter multi-sport event that is scheduled to officially open on February 4 2022 and close on February 20 2022. It is taking place in Beijing and venues near the neighboring towns of Yanqing and Chongli in China.

This market will resolve to “USA” if the United States of America gets more gold medals than Canada at the 2022 Beijing Winter Olympics, or “Canada” if Canada gets more gold medals than the United States of America at the 2022 Beijin",2022-winter-olympics-will-the-usa-or-canada-get-more-gold-medals,True,True,,,7112.636288,300.239708,"[""107707583293708159914966569854716184772791953400339420978966477662372665584881"", ""115640215326193896194365938136996391596590347410725911701769136225418372420732""]",0xbeb0dc1cdabc885ca842b3e944fc9fbfbd7ff8c02376c49489a367be7f6e9d6f,china
241355,NHL: Will the Senators beat the Devils by more than 1.5 goals in their February 7 matchup (7 PM ET)?,"In the upcoming NHL game, scheduled for February 7:

If the Ottawa Senators win by over 1.5 goals, the market will resolve to “Yes”.

If the New Jersey Devils lose by less than 1.5 goals or win, the market will resolve “No.” 

If the game is not completed by February 15 2022 (11:59:59 PM ET), the market will resolve 50-50.",nhl-will-the-senators-beat-the-devils-by-more-than-15-goals-in-their-february-7-matchup-7-pm-et,True,True,,,1202.906381,300.000018,"[""14979918335316427296892519737436267285587504034071189909631224292379433337216"", ""29100472503421602465396796208371113108103165150180050075471864526232479390434""]",0xe695bf0b2e78b1a727ef787a631ba0f3e489fe91b3a16953e74a4ed86d6399e8,nato
241368,NHL: Will the Hurricanes beat the Senators by more than 1.5 goals in their February 8 matchup (7 PM ET)?,"In the upcoming NHL game, scheduled for February 8:

If the Carolina Hurricanes win by over 1.5 goals, the market will resolve to “Yes”.

If the Ottawa Senators lose by less than 1.5 goals or win, the market will resolve “No.” 

If the game is not completed by February 15 2022 (11:59:59 PM ET), the market will resolve 50-50.",nhl-will-the-hurricanes-beat-the-senators-by-more-than-1p5-goals-in-their-february-8-matchup-7-pm-et,True,True,,,444.487477,300.000007,"[""98434541852724247046599772101714300168550785428146685834365927212555225330419"", ""33711470067234189375303571191104016709488098342209664465996368054397332840297""]",0x3be4fe325d60336dbea2a2ed7e61297082fc13ac6afb73b1c26c8a33da3a0fb3,nato
241383,"NBA: Who will win the Jazz vs. Warriors, scheduled for February 9 (10 PM ET)?","In the upcoming NBA game, scheduled for February 9:

If the Utah Jazz win, the market will resolve to “Jazz.” 

If the Golden State Warriors win, the market will resolve to “Warriors.” 

If the game is not completed by February 16, 2022 (11:59:59 PM ET), the market will resolve 50-50.",nba-who-will-win-the-jazz-vs-warriors-scheduled-for-february-9-10-pm-et,True,True,,,1654.841927,282.509022,"[""7928412198394280707059611289654968345539879807249192810032316824758777255929"", ""32155417017244184689195124601399986664395269502635208061742824154362672388584""]",0x28193423ef167251872924db295e91433de941b1eec743afb638d43222eadef8,war
241387,NBA: Will the Jazz beat the Warriors by more than 2.5 points in their February 9 (10 PM ET) matchup?,"In the upcoming NBA game, scheduled for February 9:

If the Utah Jazz win by over 2.5 points, the market will resolve to “Yes”.

If the Golden State Warriors lose by less than 2.5 points or win, the market will resolve “No.” 

If the game is not completed by February 16 2022 (11:59:59 PM ET), the market will resolve 50-50.",nba-will-the-jazz-beat-the-warriors-by-more-than-2p5-points-in-their-february-9-10-pm-et-matchup,True,True,,,2053.613888,300.000041,"[""114889265529131994512907680582291752272716793499530332176710512876183104337546"", ""34228706315747740242607872730036784627683115916126287374902874954497699697316""]",0x314029ec6ffd6b209c0ef4ed26e84fc245405cfa746cdaee173ffe52344a58e2,war
241394,"Oscars 2022: Will 'The Power Of The Dog"" win the Best Picture?","The 94th Academy Awards ceremony, presented by the Academy of Motion Picture Arts and Sciences, will honor the best films released between March 1 and December 31 2021, and is scheduled to take place in Los Angeles on March 27, 2022. The nominations were announced on February 8, 2022.

This is a market on whether The Power Of The Dog will win the Academy Award for Best Picture at the 94th Academy Awards (“Oscars”), scheduled to take place on Sunday, March 27 2022. 

This market will resolve to “",oscars-2022-will-the-power-of-the-dog-win-the-best-picture,True,True,,,54583.945415,970.139644,"[""13058808122534286958307748548593985685055440535597857588477354705911575545022"", ""71192852588610175471061305116842195604884088333694110012255796834746684334610""]",0xff5edea413a8de0d338a031fc015f146f78e445b00bd6c97379e1620f5a57e34,war
241430,UFC 271: Will Adesanya KO/TKO/RTD Whittaker?,"This is a market on the fight between Israel Adesanya and Robert Whittaker during UFC 271 - an upcoming mixed martial arts event produced by the Ultimate Fighting Championship. The bout will take place on February 12, 2022, at Toyota Center in Houston, Texas, United States.

This market will resolve to “Yes” if, according to the resolution source, Adesanya wins by KO/TKO/RTD and ""No"" otherwise.

If the fight is rescheduled to a date on or before February 19 2022, the same rules will apply. If th",ufc-271-will-adesanya-kotkortd-whittaker,True,True,,,2314.792463,300.000024,"[""74444251735930606752115726340685557487825740946004563435487108590855134820876"", ""51568263200837672660021052977427688900105230523378683623846210861272025190370""]",0x074bd8894ceea6a826639c95e7c533f5edf4d4ec30a7d5152aa6a7b4ef0b4b3d,israel
241432,UFC 271: Who will win - Israel Adesanya or Robert Whittaker?,"This is a market on whether Israel Adesanya or Robert Whittaker will win their bout, set to take place on February 12, 2022. 

If Israel Adesanya is declared the winner of this bout, this market will resolve to “Adesanya”. 
If Robert Whittaker is declared the winner of this bout, this market will resolve to “Whittaker”.

If this fight is declared a draw, or if for any reason the match is not scored, postponed after February 19 or cancelled, this market will resolve 50-50.",ufc-271-who-will-win-israel-adesanya-or-robert-whittaker,True,True,,,7645.822096,0.000056,"[""114172496890231746642901974154365711009023058047932685839927548699873161080481"", ""111873368777823901012420514633043562884339899424657725373612119144857541055078""]",0x7c7c82519bb2996bb7b7cd1bccdde3cccc374fad0ef8244b9a22a97d09bffa0c,israel
241449,Beijing 2022 Winter Olympics: Will Russia have any medals stripped for doping?,"The Russian Federation's Olympic team triggered a doping scandal after several of their athletes tested positive for performance-enhancing drugs. Because of this, Russia has faced multiple sanctions in the Beijing 2022 Winter Olympics. In accordance with these sanctions, all Russian athletes in the 2022 Winter Olympics participate under the name ""Russian Olympic Committee"" (ROC) while also adhering to other sanctions.

This is a market on whether any athletes participating in the Beijing 2022 Wi",beijing-2022-winter-olympics-will-russia-have-any-medals-stripped-for-doping,True,True,,,2183.449397,0.004331,"[""28052078622079033559381880208920729362635588113057255259034561927831493029194"", ""63609345052786033575940037543582710786894507010380224587274866898336646658188""]",0xad846fff4feb71cdea07ffdb89bd9e8697e3511fdd7dcd71261637575bfdf5e4,russia
241475,"NBA: Who will win the Warriors vs. Clippers, scheduled for February 14 (10.30 PM ET)?","In the upcoming NBA game, scheduled for February 14:

If the Golden State Warriors win, the market will resolve to “Warriors.” 

If the Los Angeles Clippers win, the market will resolve to “Clippers.” 

If the game is not completed by February 21, 2022 (11:59:59 PM ET), the market will resolve 50-50.",nba-who-will-win-the-warriors-vs-clippers-scheduled-for-february-14-1030-pm-et,True,True,,,1598.432455,0.000042,"[""6516115190602946930902283550447222984819508971360549044611488321559002856023"", ""11159989348640216496137759795375055453290094778161540345617059421065609664192""]",0x3f4d342cd7ffe4048deaa8251bab8b9429453b0ba4a79e4b3068bbd5e7f326e8,war
241480,NBA: Will the Warriors beat the Clippers by more than 5.5 points in their February 14 (10.30 PM ET) matchup?,"In the upcoming NBA game, scheduled for February 14:

If the Golden State Warriors win by over 5.5 points, the market will resolve to “Yes”.

If the Los Angeles Clippers lose by less than 5.5 points or win, the market will resolve “No.” 

If the game is not completed by February 21 2022 (11:59:59 PM ET), the market will resolve 50-50.",nba-will-the-warriors-beat-the-clippers-by-more-than-5p5-points-in-their-february-14-1030-pm-et-matchup,True,True,,,22326.155235,0.000085,"[""19966007580214857562993334237955225935619203000574528810889192162725544723403"", ""37690227459306045853106820290460567719482939287024895219533397355602552625917""]",0x96b42703c95bc6c40de8b6bda1aa7fe6b7bd83d296e33f0c192585f300c39e81,war
241502,Who will win the 2022 South Korean presidential election?,"This market asks which candidate will win the South Korean presidential election scheduled to take place on March 9, 2022. If Lee Jae-myung is elected president of South Korea in 2022, this market will resolve to “Lee Jae-myung”. If Yoon Seok-youl is elected to president of South Korea in 2022, this market will resolve to “Yoon Seok-youl”. If for any reason neither Lee Jae-myung nor Yoon Seok-youl are elected president, this market will resolve to 50-50. 

This market will resolve on the earlies",who-will-win-the-2022-south-korean-presidential-election,True,True,,,36633.157259,9.031817,"[""48278158525639552631596730862024428012442896122356039430054557085259417386520"", ""55223021821168821812362693576205823606915019283853336355965732600850817753924""]",0xd588880b8645f6748e21f511203e261162e5d7360aa5134420aa7e60c3b47bd8,korea
241600,Will the US win Bronze in Curling at the 2022 Winter Olympics?,"The 2022 Winter Olympics is an ongoing international winter multi-sport event that officially opened on February 4, 2022 and closes on February 20, 2022. It is taking place in Beijing and venues near the neighboring towns of Yanqing and Chongli in China.

This is a market on whether the United States Men’s Curling Team will win the Bronze Medal for Men’s Curling at the XXIV Olympic Winter Games (Olympic Games Beijing 2022). If the United States Men’s Curling Team wins the bronze medal at the Oly",will-the-us-win-bronze-in-curling-at-the-2022-winter-olympics,True,True,,,4922.83838,300.000027,"[""74442243232167309612957974013495305550786125657534336500401400890480553977042"", ""27754535474469023099314583563099014376676903885862115627312679702921672204964""]",0x12cb0237976b6e3cf8d2da011bc158086a6bddd49b8c2ec9048ac5dd3aaaacf1,china
241611,Will Sergey Lavrov and Antony Blinken meet in February 2022?,"Antony Blinken, Secretary of State for the United States of America, recently announced that he accepted an invitation for a meeting with Sergey Lavrov, Foreign Minister of the Russian Federation.

This is a market on whether Sergey Lavrov and Antony Blinken meet in person by February 28, 2022 (11:59:59 PM ET). This market will resolve to ""Yes"" if Sergey Lavrov and Antony Blinken meet in person at any point between February 18, 2022, and February 28, 2022 (11:59:59 PM ET). Otherwise, this market",will-sergey-lavrov-and-anthony-blinken-meet-in-february-2022,True,True,,,185753.861302,0.000178,"[""96302348036617080945564920886581787704891929831179924295106826740266093592672"", ""70270839404349984773513697114092810187016549874449225430300499611333762705517""]",0x59a03bd2fff12c18983eabdb9556e954af26d23efbba557124584b16c04c866c,russia
241619,NBA All-Star 2022: Will Jalen Green win the AT&T Slam Dunk contest?,"The National Basketball Association All-Star Game is a basketball exhibition game hosted every February by the National Basketball Association (NBA) and showcases 24 of the league's star players. It is the featured event of NBA All-Star Weekend, a three-day event which goes from Friday to Sunday. 

Orlando Magic guard Cole Anthony, Houston Rockets guard Jalen Green, New York Knicks forward Obi Toppin and Golden State Warriors forward Juan Toscano-Anderson will take flight in The 2022 AT&T Slam D",nba-all-star-2022-will-jalen-green-win-the-att-slam-dunk-contest,True,True,,,2040.41705,126.325829,"[""41496617408492043016593634637414647708720555805744867599715783141688239044900"", ""27209318513926580696873662925823038504613877782537918139937174306322300103451""]",0x071ecad0cbd543d2282d4b02e5e921c27d70f3214565a97dab499e27b0cf2010,war
241636,NHL: Will the Wild beat the Senators by more than 1.5 goals in their February 22 matchup (7 PM ET)?,"In the upcoming NHL game, scheduled for February 22:

If the Minnesota Wild win by over 1.5 goals, the market will resolve to “Yes”.

If the Ottawa Senators lose by less than 1.5 goals or win, the market will resolve “No.” 

If the game is not completed by March 1, 2022 (11:59:59 PM ET), the market will resolve 50-50.",nhl-will-the-wild-beat-the-senators-by-more-than-1p5-goals-in-their-february-22-matchup-7-pm-et,True,True,,,2242.924569,304.000743,"[""64626502425374334437465794272639793711397696482477986688710094743479116610957"", ""102957739806171606588663539348672313273528198696649857567463549576706846522157""]",0x2ff96c29a48d1f416d9199c6d111d815e669b6eb0fe97349e87ec484c60d7acc,nato
241642,"Will Volodymyr Zelenskyy be President of Ukraine on April 22, 2022?","In Response to Trader Inquiry: If the official UA source https://www.president.gov.ua/en says Zelenskyy is president at the resolution time, the market will resolve “Yes.” Otherwise, it will resolve “No.” If the source is unavailable, it will be checked every 4 hours for a week. If still unavailable, other official UA sources will be checked such as  https://www.kmu.gov.ua/en, and if unavailable at that check, the UN source will be used instead. 
Please note that https://twitter.com/ZelenskyyUa ",will-volodymyr-zelenskyy-be-ukraines-president-on-april-22-2022,True,True,,,530056.919362,166.146516,"[""80947489474201999503826399244894938485306707676995297911690696552222855064579"", ""80806935048702542427292081338573290414506584048365620857331226608657649854707""]",0x8c97d244f3335ef090e89858aac649bca80522333b21b5386a09410815aa191f,ukraine
241647,"Will Biden and Putin meet by March 21, 2022?","This is a market on whether President of the United States Joseph Biden and President of Russia Vladimir Putin meet in person by March 21, 2022 (11:59:59 PM ET). This market will resolve to ""Yes"" if Joseph Biden and Vladimir Putin meet in person at any point between February 22, 2022, and March 21, 2022 (11:59:59 PM ET). Otherwise, this market will resolve to ""No"".

The primary resolution sources for this market will be https://www.whitehouse.gov/, http://en.kremlin.ru/, and/or information from ",will-biden-and-putin-meet-by-march-21-2022,True,True,,,7890.383308,500.000125,"[""67263859777027419203833992003959488551694303948215676411242983538077442675350"", ""31741469783653616057761656102363032039342385431068668167625954930650823155210""]",0xaf87935ac5143229b0762b2f1dc5ac381a6b6dbed7b259f3e8bb2a77b22a79ea,russia
241687,Who will have a higher net worth on April 20th: Bill Gates or Warren Buffet?,"This is a market on who will have a higher net worth on the resolution date of April 20, 2022 (12:00 PM ET): Bill Gates or Warren Buffet.

The resolution source for this market will be Forbes World’s Real Time Billionaires list (http://forbes.com/real-time-billionaires).
This market will resolve to the name of the billionaire which has the higher net worth according to the resolution source on the resolution time. If both have the same net worth up to the first decimal point, this market will re",who-will-have-a-higher-net-worth-on-april-20th-bill-gates-or-warren-buffet,True,True,,,2122.05798,250.000032,"[""67201843029427666694398711930971454299709676692524425607458243113267900445829"", ""19305819451945621726231109697756613307664269835736900611803415801641600894754""]",0x45cb516698d904752fad513826e571d5860dbed013f794f51bc1014b3279d7b4,war
241721,Will the Russian Ruble (RUB) fall below $0.01 by March 15?,"This market will resolve to “Yes” if the dollar price / exchange rate of one Russian Ruble (RUB) falls below $0.0100 at any time between February 24, 2022, and the resolution time of March 15, 2022, 11:59:59 PM ET, and “No” otherwise. 

The primary resolution source for this market will be foreign exchange platform XE: https://www.xe.com/currencycharts/?from=RUB&to=USD&view=1D 

If the primary resolution source is unavailable at resolution time, the resolution source will be checked at noon ever",will-the-russian-ruble-rub-fall-below-0p01-by-march-15,True,True,,,42815.57057,199.000916,"[""28855950293582216492019710807202031624367391197179763746676245092632166426009"", ""47391089381733229567551682720015532219751692635382821300613523874846944138730""]",0x429bf4482c4b258bb1a1856430ae7d41203d5ddd6ed854942ec167e8a4823f19,russia
241725,Will any Russian bank be disconnected from SWIFT by April 1?,"If the Society for Worldwide Interbank Financial Telecommunications Network (SWIFT Network) disconnects or otherwise restricts any Russian institution(s) in accordance with sanctions by April 1, 2022, 11:59:59 PM ET, this market will resolve to “Yes”. Otherwise, this market will resolve to “No”.

If any banks or institutions based in the Russian Federation are disconnected from SWIFT in accordance with sanctions and later reconnected, this market will resolve to “Yes”.

If SWIFT announces it wil",will-any-russian-institution-be-disconnected-from-swift-by-april-1,True,True,,,292793.346061,0.095558,"[""41237386973140069237792722118805864678277242574114492399960400669524312723809"", ""60426307809872075167437311581799079616472528053556229190724042477916955743912""]",0x125807ec62bdfde8925c195c3430ebf9774b31df99032af6632d55836317ec0a,russia
241730,Will President Biden mention Russia/Putin 12 or more times in his 1st State of the Union address?,"This is a market on whether President Joseph Biden will use the following words 12 or more times in his State of the Union address scheduled for March 1, 2022, 9 PM ET:

“Russia”
“Russian”
""Russia's""
“Putin”
""Putins""
""Putin's""

This market concerns the State of the Union address, not any later speeches or the Response to the State of the Union address.

The market will resolve to “Yes” if Biden says “Russia”, “Russian”, ""Russia's"", ""Putins"", ""Putin's"", and/or “Putin” 12 or more times during the ",will-president-biden-mention-russiaputin-12-or-more-times-in-his-1st-state-of-the-union-address,True,True,,,21021.774862,1340.916057,"[""34852562293535010442727119144896098755619026048072275298020889367724920592055"", ""38163610474045727423007331506415703978902637512369911440370153556410235649207""]",0x538df3560eb3ed5c0591276bda73fa115332de3d4966310144bd68a2a821cbf1,russia
241731,NHL: Will the Senators beat the Canadiens by more than 1.5 goals in their February 26 matchup (7 PM ET)?,"In the upcoming NHL game, scheduled for February 26:

If the Ottawa Senators win by over 1.5 goals, the market will resolve to “Yes”.

If the Montreal Canadiens lose by less than 1.5 goals or win, the market will resolve “No.” 

If the game is not completed by March 5, 2022 (11:59:59 PM ET), the market will resolve 50-50.",nhl-will-the-senators-beat-the-canadiens-by-more-than-1p5-goals-in-their-february-26-matchup-7-pm-et,True,True,,,1633.423251,200.000019,"[""99610337941608511425466596320272755985894392909287595095477109581730433918687"", ""103608072244615775027904287554697402675230546986865534459755947761084311329193""]",0x7683802a3d3b26dfdcb043ab57476af626d8dbbccd70106ae79d324f2ed9ad1e,nato
241745,NBA: Will the Warriors beat the Mavericks by more than 4.5 points in their February 27 (7.30 PM ET) matchup?,"In the upcoming NBA game, scheduled for February 27:

If the Golden State Warriors win by over 4.5 points, the market will resolve to “Yes”.

If the Dallas Mavericks lose by less than 4.5 points or win, the market will resolve “No.” 

If the game is not completed by March 6 2022 (11:59:59 PM ET), the market will resolve 50-50.",nba-will-the-warriors-beat-the-mavericks-by-more-than-4p5-points-in-their-february-27-730-pm-et-matchup,True,True,,,16393.834393,200.000244,"[""110364190406953314074168429583129913570983459851624206995797690516139094434555"", ""104197239559752132900885876476755117881618829106544261091469347780367680428340""]",0x05f1b7e72e3f2a4330144d4a1532a15a26aa2a815e4fd79624815b610e835279,war
241751,"NBA: Who will win the Warriors vs. Mavericks, scheduled for February 27 (7.30PM ET)?","In the upcoming NBA game, scheduled for February 27:

If the Golden State Warriors win, the market will resolve to “Warriors.” 

If the Dallas Mavericks win, the market will resolve to “Mavericks.” 

If the game is not completed by March 6, 2022 (11:59:59 PM ET), the market will resolve 50-50.",nba-who-will-win-the-warriors-vs-mavericks-scheduled-for-february-27-730pm-et,True,True,,,826.186218,195.420809,"[""77919879769993025181231572429594316192868024420324888102075732754385510257793"", ""83133910216383179706586215839001826752519263448649203959921787762385435246395""]",0x900d945803eeaecf61d3c4ab2ac9db3c1b46a361906f89cc0d3e668d25382cf1,war
241761,Will the Russian Ruble (RUB) fall below $0.005 by March 25?,"This market will resolve to “Yes” if the dollar price / exchange rate of one Russian Ruble (RUB) falls below $0.00500 at any time between February 28, 2022, and the resolution time of March 25, 2022, 11:59:59 PM ET, and “No” otherwise. 

The primary resolution source for this market will be foreign exchange platform XE: https://www.xe.com/currencycharts/?from=RUB&to=USD&view=1D 

If the primary resolution source is unavailable at resolution time, the resolution source will be checked at noon eve",will-the-russian-ruble-rub-fall-below-0p005-by-march-25,True,True,,,130398.824081,199.016464,"[""5417874799545606394110606987921721727769247039656561318443482511700554373463"", ""3384638793563047095711023675612519964874078125775280947109719158134495588014""]",0x3f9e9cc77b3d83197798605eed6664c37601cb40628b56b11751a857767825a7,russia
241789,Will the Ukrainian Government receive more than $25M in Crypto donations by March 10?,"Recently, the Ukrainian government has announced that they are accepting Cryptocurrency donations in ETH, BTC and USDT (https://twitter.com/Ukraine/status/1497594592438497282). This market will resolve to “Yes” if they have received more than $25M in ETH, BTC, and USDT by March 10, 2022, 12:00 PM ET, and “No” otherwise. Cryptocurrencies sent other than ETH, BTC, and USDT will not be counted. 

The primary resolution sources are https://etherscan.io/address/0x165CD37b4C644C2921454429E7F9358d18A45",will-the-ukrainian-government-receive-more-than-25m-in-crypto-donations-by-march-10,True,True,,,32071.308409,500.000707,"[""60571574383739671781921796309680133242270191233232310601140856571410396320098"", ""29656937710234756836905481416818306912121453059858851565737315447383437461607""]",0xdfeac31fe245cf0b177d5210c30dbb52d5b74962368f48259b1b3499c27cf58d,ukraine
241790,Will Vladimir Putin remain President of Russia through 2022?,"This market will resolve to “Yes” if Vladimir Putin remains the President of Russia without interruption from February 28, 2022, through January 1, 2023, 12:00:00 AM ET (inclusive). Otherwise, this market will resolve to “No”.

The resolution source for this market will be the CIA World Factbook page for Russia, currently available at https://www.cia.gov/the-world-factbook/countries/russia/#government. It will be checked daily at 12:00 PM ET until the resolution date to see if Vladimir Putin is ",will-vladimir-putin-remain-president-of-russia-through-2022,True,True,,,378252.909705,856.634414,"[""57639462254243703131287917983859169886321460586440211112297295339555894971640"", ""62670086223948160589170827823343319075584897579011432105105662013324988833247""]",0xfe6a5bf8c7de10d7c744cf2195a379facdcf5989c477f4c29180568a51523251,russia
241807,Will NATO expand in 2022?,"This is a market on whether the North Atlantic Treaty Organization (NATO) will have more than 30 full member states for any length of time before January 1, 2023, 12:00:00 AM ET. If NATO announces it has more than 30 member states at any point before January 1, 2023, this market will resolve as “Yes”. Otherwise, this market will resolve to ""No.""

The primary settlement source for this market will be the official NATO website (https://www.nato.int/cps/en/natohq/nato_countries.htm), however other ",will-nato-expand-in-2022,True,True,,,388391.109085,427.375819,"[""113024891864041944839734987524990576102701413044583078108383999338751790419399"", ""64158195605388330319797566430275838371818212299300536280339723961201639062748""]",0xcd6da828b80dd867a3706f0dfe6d3a8b1faeace44a9bd4995422734deba555b4,nato
241827,"Will Russia expand its number of federal subjects by July 1, 2022?","Chapter 3, Article 65 of the Constitution of the Russian Federation lists all ""subjects"" of the Russian Federation. As of the writing of this market, there are 85 federal subjects of the Russian Federation.

If at any time between March 2, 2022, and July 1, 2022, 11:59:59 PM ET (inclusive), the Constitution of the Russian Federation lists 86 or more ""subjects of the Russian Federation"", this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

The primary resolution source",will-russia-expand-its-number-of-federal-subjects-by-july-1-2022,True,True,,,359935.537457,55.08713,"[""50681559799219316459734436824743601146051582791591271928694955064916767656584"", ""80323505730162665705284533004057463897517589972266504399024410613542937810441""]",0xf697dacb560b9d98963ab13638ff0d4c20bf0d1af309fbe4cb0e5931f5ae7908,russia
241835,"Will any NATO member country invoke Article 5 by June 30, 2022?","Article 5 of the North Atlantic Treaty states: 

""The Parties agree that an armed attack against one or more of them in Europe or North America shall be considered an attack against them all and consequently they agree that, if such an armed attack occurs, each of them, in exercise of the right of individual or collective self-defence recognised by Article 51 of the Charter of the United Nations, will assist the Party or Parties so attacked by taking forthwith, individually and in concert with t",will-any-nato-member-country-invoke-article-5-by-june-30-2022,True,True,,,28319.363617,957.713131,"[""109623488414366019249141675994141388034841323457478893196690266118764053707807"", ""11165320762911939920951335845626567224999081098128057615193038370382014399378""]",0xfbca33287965bfc8d0bec404c780a3a4114392fb1e1ae2017630d70eba423a85,nato
241864,NHL: Will the Panthers beat the Senators by more than 1.5 goals in their March 3 matchup (7 PM ET)?,"In the upcoming NHL game, scheduled for March 3:

If the Florida Panthers win by over 1.5 goals, the market will resolve to “Yes”.

If the Ottawa Senators lose by less than 1.5 goals or win, the market will resolve “No.” 

If the game is not completed by March 10, 2022 (11:59:59 PM ET), the market will resolve 50-50.",nhl-will-the-panthers-beat-the-senators-by-more-than-1pt5-goals-in-their-march-3-matchup-7-pm-et,True,True,,,7785.240851,200.000056,"[""69975351949361361860799059235251574158677620618594518063201169776514089205764"", ""49385712555756539881604929175167108653931092060117827071853039905237515612255""]",0x7c97c3961f803e1bfc401b59cfc52bcbb11e42c54551cd1ec7890da8271b0bb7,nato
241899,"Will any Belarusian bank be disconnected from SWIFT by April 30, 2022?","If the Society for Worldwide Interbank Financial Telecommunications Network (SWIFT Network) disconnects or otherwise restricts any Belarusian institution(s) in accordance with sanctions by April 30, 2022, 11:59:59 PM ET (inclusive), this market will resolve to “Yes”. Otherwise, this market will resolve to “No”.

If any banks or institutions based in the Republic of Belarus are disconnected from SWIFT in accordance with sanctions and later reconnected, this market will resolve to “Yes”.

If SWIFT",will-any-belarusian-bank-be-disconnected-from-swift-by-april-30-2022,True,True,,,99554.189894,10.557705,"[""55828693400462214645147292561084486572537687791661241426394900666514845698687"", ""26769704302598021402601599538703572281176822803124472078428058500252764568637""]",0x2797fccc231de0253e8053dc79b7cb583d4f7eb1153bc58daa3790e598f79b7a,sanctions
241903,"Will Russia have its UNSC permanent member status stripped by April 30, 2022?","This market asks whether the Russian Federation will be stripped of or otherwise no longer hold its ""permanent member"" seat on the United Nations Security Council by April 30, 2022.

If the Russian Federation is stripped of or otherwise no longer holds its seat as a permanent member of the United Nations Security Council (UNSC) by April 30, 2022, 11:59:59 PM ET (inclusive), this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

The primary resolution source for this mar",will-russia-have-its-unsc-permanent-member-status-stripped-by-april-30-2022,True,True,,,14358.960208,57.044525,"[""59568209282875318928405168450138040145737971971663485548444032809879494065258"", ""66826549231148200257682198708646837851333163738183895737411833100924030220179""]",0x49d1800722b9794f31f55fba537ae71bc51a06e109637fa69e50916754bb9915,russia
